measurement_date	polygon_id	db_ref	measurement_type	type
16801	VBRKAM0021	NA	1	32
16801	VBRKAM0057	VB_TOR_001	2	32
16801	VBRKAM0120	VB_LAB_001	1	NA
16801	VBRSZI0243	VB_VIE_007	1	33
16801	VBRSZI0435	VB_VIE_008	1	33
16801	WVLBRU1212	WV_ASS_001	2	33
16801	WVLKNO0014	WV_ZWI_116	1	21
16801	WVLOSK0532	WV_LEI_001	1	33
16801	WVLOSK0532	WV_LEI_001	2	33
17167	ANTARE0025	AN_RAV_002	1	30
17167	ANTARE0025	AN_RAV_002	2	30
17167	ANTBAA0036	AN_MOE_001	2	30
17167	ANTBAA0036	AN_MOE_001	2	32
17167	ANTBAA0044	AN_VVM_005	1	31
17167	ANTBAL0373	AN_BAV_001	1	33
17167	ANTBAL0505	AN_BAV_002	1	33
17167	ANTBAL0592	AN_BAS_002	1	33
17167	ANTBAL0595	AN_BAS_001	1	33
17167	ANTBCT0231	AN_GSV_006	2	34
17167	ANTBCT0252	AN_GSV_004	2	32
17167	ANTBCT0252	AN_GSV_004	2	33
17167	ANTBCT0458	AN_GSV_003	2	30
17167	ANTBSE0334	AN_BLA_001	2	30
17167	ANTBSE0334	AN_BLA_001	2	31
17167	ANTESS0009	AN_DEB_001	1	30
17167	ANTESS0062	AN_NOL_002	1	30
17167	ANTESS0062	AN_NOL_002	1	34
17167	ANTGEE0046	AN_ZAM_003	1	33
17167	ANTGEE0046	AN_ZAM_003	2	33
17167	ANTGEE0069	AN_ZAM_002	1	33
17167	ANTGEE0107	AN_ZEG_002	1	30
17167	ANTGEE0107	AN_ZEG_002	1	31
17167	ANTGEE0107	AN_ZEG_002	1	33
17167	ANTGEE0107	AN_ZEG_002	2	30
17167	ANTGEE0107	AN_ZEG_002	2	31
17167	ANTGEE0107	AN_ZEG_002	2	33
17167	ANTGEE0126	AN_ZEG_004	1	30
17167	ANTGEE0126	AN_ZEG_004	1	33
17167	ANTGEE0126	AN_ZEG_004	2	30
17167	ANTGEE0126	AN_ZEG_004	2	33
17167	ANTGEE0193	AN_ZEG_003	1	33
17167	ANTGEE0193	AN_ZEG_003	2	33
17167	ANTGEE0305	AN_SEL_002	2	33
17167	ANTHTS0097	AN_ENK_001	1	30
17167	ANTHTS0097	AN_ENK_001	1	34
17167	ANTKAL0247	AN_KSV_004	1	34
17167	ANTKAL0247	AN_KSV_004	2	34
17167	ANTKAL0269	AN_KSV_005	1	34
17167	ANTKAL0269	AN_KSV_005	2	34
17167	ANTKAS0033	AN_SNE_007	2	34
17167	ANTKAS0268	AN_TIE_006	1	30
17167	ANTKAS0295	AN_KAS_003	2	34
17167	ANTKAS0403	AN_KAS_002	2	30
17167	ANTKAS0462	AN_TIE_002	2	30
17167	ANTKAS0462	AN_TIE_002	2	34
17167	ANTLIL0004	AN_LIL_003	1	30
17167	ANTLIL0004	AN_LIL_003	1	32
17167	ANTMEC0257	AN_MEC_002	1	33
17167	ANTMOL0089	AN_RPT_005	1	32
17167	ANTMOL0089	AN_RPT_005	1	33
17167	ANTMOL0099	AN_RPT_004	2	31
17167	ANTMOL0568	AN_RPT_003	2	30
17167	ANTMOL0568	AN_RPT_003	2	31
17167	ANTOTH0324	AN_LDL_004	1	30
17167	ANTRAV0052	AN_BOG_001	2	30
17167	ANTRAV0052	AN_BOG_001	2	31
17167	ANTRAV0297	AN_RAV_001	1	30
17167	ANTRAV0297	AN_RAV_001	1	34
17167	ANTRAV0369	AN_RAV_003	1	30
17167	ANTRET0186	AN_GOO_002	2	30
17167	ANTRET0186	AN_GOO_002	2	32
17167	ANTRIJ0053	AN_DVH_007	2	31
17167	ANTTUR0207	AN_MEL_001	2	30
17167	ANTTUR0207	AN_MEL_001	2	31
17167	ANTTUR0207	AN_MEL_001	2	32
17167	ANTWUU0140	AN_GSV_008	1	30
17167	ANTZAN0172	AN_PUL_004	1	NA
17167	ANTZAN0175	AN_PUL_003	1	31
17167	ANTZAN0175	AN_PUL_003	1	33
17167	LIMASS2024	LI_HEU_003	2	34
17167	LIMBIL0336	LI_MUN_002	2	31
17167	LIMGNK0081	LI_MAT_016	1	31
17167	LIMGNK0118	LI_MAT_015	1	31
17167	LIMGNK0180	LI_MAT_017	1	31
17167	LIMHAS0103	LI_TOM_001	1	33
17167	LIMHAS0103	LI_TOM_001	2	33
17167	LIMHAS0281	LI_TOM_002	1	30
17167	LIMHAS0281	LI_TOM_002	1	33
17167	LIMHAS0281	LI_TOM_002	2	30
17167	LIMHAS0281	LI_TOM_002	2	33
17167	LIMHAS0849	LI_MLV_010	2	30
17167	LIMHAS0849	LI_MLV_010	2	31
17167	LIMHAS0849	LI_MLV_010	2	32
17167	LIMHEC0128	LI_EKS_001	1	33
17167	LIMHEC0201	NA	1	33
17167	LIMHHE0330	NA	1	30
17167	LIMHHE0375	LI_VZB_001	2	34
17167	LIMHLN0068	LI_HAL_002	1	33
17167	LIMKIN0231	LI_KES_001	1	33
17167	LIMLOM0030	LI_LOM_001	1	30
17167	LIMLOM0239	LI_HAG_002	1	30
17167	LIMMGR0262	LI_DON_003	2	34
17167	LIMMGR0376	LI_DON_002	2	30
17167	LIMMGR0376	LI_DON_002	2	34
17167	LIMMSK0134	LI_BER_003	1	31
17167	LIMMSK0134	LI_BER_003	1	32
17167	LIMMSK0151	LI_DBR_001	1	33
17167	LIMMSK0456	LI_HER_001	1	33
17167	LIMNEE0011	LI_HAG_001	1	34
17167	LIMTES0026	LI_ABH_011	2	34
17167	LIMTON0188	LI_DKV_001	1	32
17167	LIMTON0188	LI_DKV_001	2	32
17167	LIMZNH0374	LI_TEU_007	1	30
17167	LIMZNH0374	LI_TEU_007	1	34
17167	LIMZNH0477	LI_MLV_016	2	30
17167	LIMZNH0477	LI_MLV_016	2	31
17167	LIMZNH0477	LI_MLV_016	2	32
17167	LIMZNH0563	LI_TEU_006	1	30
17167	LIMZNH0563	LI_TEU_006	1	32
17167	LIMZUT0080	LI_ZUT_001	2	30
17167	LIMZUT0080	LI_ZUT_001	2	32
17167	OVLBLE0139	OV_HEI_001	1	33
17167	OVLBLE0139	OV_HEI_001	2	33
17167	OVLBVN0466	OV_LIO_001	1	32
17167	OVLDEI0194	OV_VOS_001	2	33
17167	OVLLOK0063	OV_LIN_001	1	33
17167	OVLSIN0011	OV_FON_001	1	33
17167	OVLSIN0011	OV_FON_001	2	33
17167	OVLSIN0269	OV_FON_002	1	32
17167	OVLSIN0269	OV_FON_002	2	32
17167	OVLSTK0268	OV_STB_001	2	30
17167	OVLSTK0268	OV_STB_001	2	32
17167	VBRARS0370	VB_VOR_004	1	30
17167	VBRARS0370	VB_VOR_004	1	32
17167	VBRARS0370	VB_VOR_004	1	33
17167	VBRDIE0220	VB_VDB_002	1	33
17167	VBRDIE0330	VB_VDB_001	1	33
17167	VBRDIE0330	VB_VDB_001	2	33
17167	VBRSZI0213	VB_VIE_005	2	33
17167	VBRSZI0297	VB_VIE_004	2	30
17167	VBRSZI0297	VB_VIE_004	2	33
17167	VBRSZI0315	VB_VIE_006	2	33
17167	WVLBRD0077	WV_BRE_010	1	21
17167	WVLBRU0368	WV_ZEB_004	1	21
17167	WVLBRU0374	WV_ZEB_007	1	21
17167	WVLDAM0090	WV_DAM_001	1	33
17167	WVLDEH0220	WV_BDH_008	1	21
17167	WVLDEP0070	WV_WES_038	1	21
17167	WVLDEP0075	WV_HOS_001	1	21
17167	WVLDIK0136	WV_BLA_001	1	33
17167	WVLDIK1027	WV_BLA_002	1	33
17167	WVLHOU0561	WV_MDH_001	1	30
17167	WVLKNO0058	WV_ZWI_040	1	21
17167	WVLKNO0061	WV_ZWI_133	1	21
17167	WVLKNO0205	WV_ZWI_060	1	21
17167	WVLKNO0265	WV_ZWI_013	1	21
17167	WVLKNO0388	WV_ZWI_157	1	21
17167	WVLKOK0028	WV_NOD_010	1	21
17167	WVLNWP0026	WV_IJZ_002	1	21
17167	WVLNWP0032	WV_LEP_007	1	21
17167	WVLNWP0032	WV_LEP_007	2	21
17167	WVLOSK0053	WV_KPV_001	1	33
17167	WVLOSK0053	WV_KPV_001	2	33
17167	WVLOSK0526	WV_LEI_003	1	33
17167	WVLOSK0526	WV_LEI_003	2	33
17532	ANTARE0200	AN_ARE_001	2	30
17532	ANTARE0200	AN_ARE_001	2	31
17532	ANTBCT0528	AN_KOO_002	2	NA
17532	ANTBRS0068	AN_E10_001	2	30
17532	ANTBRS0068	AN_E10_001	2	31
17532	ANTBRS0068	AN_E10_001	2	32
17532	ANTBRS0178	AN_FOR_001	1	30
17532	ANTBSE0165	AN_GKH_001	2	31
17532	ANTESS0009	AN_DEB_001	2	30
17532	ANTHGS0196	AN_VVM_004	2	30
17532	ANTHGS0196	AN_VVM_004	2	34
17532	ANTHGS0622	AN_VVM_003	2	30
17532	ANTHTS0097	AN_ENK_001	2	30
17532	ANTHTS0097	AN_ENK_001	2	34
17532	ANTKAL0288	AN_NOL_003	1	34
17532	ANTKAS0008	AN_SNE_006	2	30
17532	ANTKAS0474	AN_TIE_007	1	30
17532	ANTKAS0501	AN_SNE_008	2	30
17532	ANTLIL0415	AN_GIE_001	2	30
17532	ANTLIL0415	AN_GIE_001	2	31
17532	ANTMAL0136	AN_DVH_001	2	31
17532	ANTMEC0257	AN_MEC_002	2	33
17532	ANTMOL0089	AN_RPT_005	2	32
17532	ANTMOL0089	AN_RPT_005	2	33
17532	ANTRAV0297	AN_RAV_001	2	30
17532	ANTRAV0297	AN_RAV_001	2	34
17532	ANTRAV0369	AN_RAV_003	2	30
17532	ANTRIJ0041	AN_DVH_005	2	30
17532	ANTRIJ0041	AN_DVH_005	2	31
17532	ANTSIL0322	AN_RIN_001	1	30
17532	ANTTUR0296	AN_TVG_005	2	28
17532	ANTTUR0296	AN_TVG_005	2	30
17532	ANTTUR0296	AN_TVG_005	2	31
17532	ANTTUR0296	AN_TVG_005	2	34
17532	ANTTUR0304	AN_TVG_002	2	28
17532	ANTTUR0304	AN_TVG_002	2	30
17532	ANTTUR0304	AN_TVG_002	2	31
17532	ANTWUU0153	AN_E10_002	2	30
17532	ANTWUU0153	AN_E10_002	2	33
17532	LIMBIL0100	LI_MUN_001	2	NA
17532	LIMDPB0158	LI_MAT_012	2	31
17532	LIMGNK0055	LI_MAT_011	2	31
17532	LIMGNK0064	LI_BOK_001	2	33
17532	LIMGNK0127	LI_BOK_002	2	31
17532	LIMGNK0147	LI_BOK_003	2	31
17532	LIMGNK0167	LI_BOK_005	2	NA
17532	LIMHAS0544	LI_MLV_002	2	31
17532	LIMHAS0672	LI_MLV_011	2	31
17532	LIMHEC0537	LI_BEG_002	1	30
17532	LIMHHE0001	LI_VZB_002	2	34
17532	LIMHHE0002	LI_VZB_003	2	30
17532	LIMHHE0002	LI_VZB_003	2	34
17532	LIMHHE0005	LI_VZB_007	2	34
17532	LIMHHE0008	LI_VZB_005	2	30
17532	LIMHHE0008	LI_VZB_005	2	34
17532	LIMLNK0086	LI_SLU_001	2	30
17532	LIMLNK0086	LI_SLU_001	2	34
17532	LIMLNK0105	LI_JUF_001	2	30
17532	LIMLOM0030	LI_LOM_001	2	30
17532	LIMLOM0239	LI_HAG_002	2	30
17532	LIMMSK0007	LI_BER_001	2	30
17532	LIMMSK0007	LI_BER_001	2	31
17532	LIMMSK0134	LI_BER_003	2	31
17532	LIMMSK0134	LI_BER_003	2	32
17532	LIMNEE0011	LI_HAG_001	2	34
17532	LIMZNH0225	LI_MLV_014	2	31
17532	OVLBLE0248	OV_DON_002	1	33
17532	OVLBVN0466	OV_LIO_001	2	32
17532	OVLDSB0184	OV_DAM_001	2	33
17532	OVLLOK0063	OV_LIN_001	2	33
17532	VBRARS0052	VB_VOR_005	1	30
17532	VBRARS0052	VB_VOR_005	1	33
17532	VBRDIE0443	VB_ASD_001	2	30
17532	VBRZOU0046	VB_VIN_002	1	33
17532	WVLBLA0206	WV_ZEB_001	1	21
17532	WVLBRD0035	WV_DHE_005	1	21
17532	WVLBRD0039	WV_DHE_002	1	21
17532	WVLBRD0089	WV_DHE_020	1	21
17532	WVLBRU0369	WV_ZEB_003	1	21
17532	WVLDEH0011	WV_BDH_006	1	21
17532	WVLDEH0012	WV_BDH_002	1	21
17532	WVLDEP0012	WV_CAB_010	1	21
17532	WVLDEP0012	WV_CAB_010	2	21
17532	WVLDEP0047	WV_WES_031	1	21
17532	WVLDEP0051	WV_WES_009	1	21
17532	WVLDEP0057	WV_WES_014	1	21
17532	WVLDEP0058	WV_WES_003	1	21
17532	WVLDEP0061	WV_WES_012	1	21
17532	WVLDEP0065	WV_WES_007	1	21
17532	WVLDEP0067	WV_WES_006	1	21
17532	WVLDEP0073	WV_WES_018	1	21
17532	WVLDEP0075	WV_HOS_001	2	21
17532	WVLDEP0097	WV_CAB_023	1	21
17532	WVLDEP0097	WV_CAB_023	2	21
17532	WVLDEP0119	WV_CAB_031	1	21
17532	WVLDEP0119	WV_CAB_031	2	21
17532	WVLDEP0167	WV_WES_044	1	21
17532	WVLKNO0002	WV_ZWI_042	1	21
17532	WVLKNO0003	WV_ZWI_129	1	21
17532	WVLKNO0019	WV_ZWI_012	1	21
17532	WVLKNO0020	WV_ZWI_119	1	21
17532	WVLKNO0022	WV_ZWI_006	1	21
17532	WVLKNO0025	WV_ZWI_045	1	21
17532	WVLKNO0028	WV_ZWI_043	1	21
17532	WVLKNO0039	WV_ZWI_011	1	21
17532	WVLKNO0061	WV_ZWI_133	2	21
17532	WVLKNO0065	WV_ZWI_008	1	21
17532	WVLKNO0275	WV_ZWI_158	1	21
17532	WVLKNO0280	WV_ZWI_162	1	21
17532	WVLKNO0283	WV_ZWI_124	1	21
17532	WVLKNO0365	WV_ZWI_149	1	21
17532	WVLKNO0380	WV_ZWI_120	1	21
17532	WVLKOK0001	WV_TYD_007	1	21
17532	WVLKOK0010	WV_TYD_009	1	21
17532	WVLKOK0017	WV_NOD_016	1	21
17532	WVLKOK0017	WV_NOD_016	2	21
17532	WVLKOK0028	WV_NOD_010	2	21
17532	WVLKOK0065	WV_NOD_013	1	21
17532	WVLKOK0125	WV_TYD_017	1	21
17532	WVLMID0075	WV_MID_001	1	21
17532	WVLMID0075	WV_MID_001	2	21
17532	WVLMID0089	WV_SBE_004	1	21
17532	WVLMID0135	WV_SBE_001	1	21
17532	WVLMID0136	WV_WAD_004	1	21
17532	WVLMID0136	WV_WAD_004	2	21
17532	WVLMID0204	WV_WAD_002	1	21
17532	WVLMID0204	WV_WAD_002	2	21
17532	WVLMID0220	WV_SBE_002	1	21
17532	WVLNWP0009	WV_LEP_003	1	21
17532	WVLNWP0009	WV_LEP_003	2	21
17532	WVLNWP0026	WV_IJZ_002	2	21
17897	ANTBAA0044	AN_VVM_005	2	31
17897	ANTBAL0373	AN_BAV_001	2	33
17897	ANTBAL0505	AN_BAV_002	2	33
17897	ANTBCT0028	AN_GSV_007	2	34
17897	ANTBRS0178	AN_FOR_001	2	30
17897	ANTBSE0215	AN_BLA_002	2	30
17897	ANTBSE0215	AN_BLA_002	2	31
17897	ANTBSE0336	AN_HUF_001	2	31
17897	ANTBSE0338	AN_BLA_003	2	30
17897	ANTBSE0338	AN_BLA_003	2	31
17897	ANTKAL0288	AN_NOL_003	2	34
17897	ANTKAS0213	AN_TIE_005	2	31
17897	ANTKAS0213	AN_TIE_005	2	33
17897	ANTKAS0268	AN_TIE_006	2	30
17897	ANTKAS0474	AN_TIE_007	2	30
17897	ANTKON0018	AN_VUI_001	2	NA
17897	ANTLIL0004	AN_LIL_003	2	30
17897	ANTLIL0004	AN_LIL_003	2	32
17897	ANTMEC0388	AN_MEC_001	2	31
17897	ANTMEC0388	AN_MEC_001	2	32
17897	ANTMOL0066	AN_MUI_003	2	32
17897	ANTMOL0152	AN_DIE_001	2	30
17897	ANTMOL0152	AN_DIE_001	2	31
17897	ANTMOL0152	AN_DIE_001	2	32
17897	ANTOTH0324	AN_LDL_004	2	30
17897	ANTRIJ0308	AN_DVH_002	2	30
17897	ANTRIJ0308	AN_DVH_002	2	31
17897	ANTSIL0322	AN_RIN_001	2	30
17897	ANTWUU0140	AN_GSV_008	2	30
17897	LIMBRE0077	NA	2	31
17897	LIMBRE0283	LI_KBR_001	2	31
17897	LIMBRE0285	LI_KBR_003	2	30
17897	LIMBRE0285	LI_KBR_003	2	31
17897	LIMBRG0182	LI_VZB_006	2	34
17897	LIMGNK0010	LI_MAT_008	2	NA
17897	LIMGNK0025	LI_MAT_005	2	33
17897	LIMGNK0066	LI_WIK_004	2	34
17897	LIMGNK0081	LI_MAT_016	2	31
17897	LIMGNK0103	LI_WIK_009	2	30
17897	LIMGNK0103	LI_WIK_009	2	31
17897	LIMGNK0118	LI_MAT_015	2	31
17897	LIMGNK0142	LI_MAT_010	2	30
17897	LIMGNK0142	LI_MAT_010	2	31
17897	LIMGNK0180	LI_MAT_017	2	31
17897	LIMGNK0848	LI_MAT_006	2	NA
17897	LIMHAS0463	LI_MLV_029	2	31
17897	LIMHAS0619	LI_MLV_025	2	30
17897	LIMHAS0619	LI_MLV_025	2	31
17897	LIMHAS0619	LI_MLV_025	2	32
17897	LIMHAS0629	LI_GDL_001	2	33
17897	LIMHAS0629	LI_GDL_001	2	NA
17897	LIMHEC0128	LI_EKS_001	2	33
17897	LIMHEC0537	LI_BEG_002	2	30
17897	LIMHEC0578	LI_VZB_004	2	30
17897	LIMHEC0578	LI_VZB_004	2	33
17897	LIMHEC0578	LI_VZB_004	2	34
17897	LIMHLN0068	LI_HAL_002	2	33
17897	LIMKIN0231	LI_KES_001	2	33
17897	LIMLNK0018	LI_MAA_002	2	33
17897	LIMLNK0237	LI_ASP_001	2	30
17897	LIMLNK0237	LI_ASP_001	2	31
17897	LIMLOM0467	LI_SAH_001	2	31
17897	LIMMSK0151	LI_DBR_001	2	33
17897	LIMZNH0036	LI_MLV_021	2	31
17897	LIMZNH0065	LI_MLV_020	2	30
17897	LIMZNH0065	LI_MLV_020	2	31
17897	LIMZNH0206	LI_MLV_022	2	31
17897	LIMZNH0338	LI_TEU_003	2	28
17897	LIMZNH0338	LI_TEU_003	2	34
17897	LIMZNH0374	LI_TEU_007	2	30
17897	LIMZNH0374	LI_TEU_007	2	34
17897	LIMZNH0432	LI_MLV_013	2	30
17897	LIMZNH0432	LI_MLV_013	2	31
17897	LIMZNH0563	LI_TEU_006	2	30
17897	LIMZNH0563	LI_TEU_006	2	32
17897	OVLBLE0018	OV_DON_001	2	32
17897	OVLBLE0248	OV_DON_002	2	33
17897	OVLMOE0016	OV_TUM_001	2	33
17897	VBRDIE0220	VB_VDB_002	2	33
17897	VBRKAM0021	NA	2	32
17897	VBRSZI0243	VB_VIE_007	2	33
17897	VBRSZI0435	VB_VIE_008	2	33
17897	VBRZOU0028	VB_VIN_001	2	NA
17897	WVLBLA0206	WV_ZEB_001	2	21
17897	WVLBRD0077	WV_BRE_010	2	21
17897	WVLBRU0369	WV_ZEB_003	2	21
17897	WVLDEH0011	WV_BDH_006	2	21
17897	WVLDEH0012	WV_BDH_002	2	21
17897	WVLDEP0047	WV_WES_031	2	21
17897	WVLDEP0058	WV_WES_003	2	21
17897	WVLDEP0061	WV_WES_012	2	21
17897	WVLDEP0065	WV_WES_007	2	21
17897	WVLDEP0067	WV_WES_006	2	21
17897	WVLDEP0073	WV_WES_018	2	21
17897	WVLKNO0002	WV_ZWI_042	2	21
17897	WVLKNO0003	WV_ZWI_129	2	21
17897	WVLKNO0019	WV_ZWI_012	2	21
17897	WVLKNO0025	WV_ZWI_045	2	21
17897	WVLKNO0028	WV_ZWI_043	2	21
17897	WVLKNO0039	WV_ZWI_011	2	21
17897	WVLKNO0065	WV_ZWI_008	2	21
17897	WVLKNO0265	WV_ZWI_013	2	21
17897	WVLKNO0275	WV_ZWI_158	2	21
17897	WVLKNO0280	WV_ZWI_162	2	21
17897	WVLKNO0283	WV_ZWI_124	2	21
17897	WVLKNO0380	WV_ZWI_120	2	21
17897	WVLKNO0388	WV_ZWI_157	2	21
17897	WVLKOK0001	WV_TYD_007	2	21
17897	WVLKOK0010	WV_TYD_009	2	21
17897	WVLKOK0065	WV_NOD_013	2	21
17897	WVLKOK0125	WV_TYD_017	2	21
17897	WVLMID0089	WV_SBE_004	2	21
17897	WVLMID0135	WV_SBE_001	2	21
17897	WVLMID0220	WV_SBE_002	2	21
18262	ANTANT0297	AN_BPE_001	2	32
18262	ANTANT0297	AN_BPE_001	2	33
18262	ANTANT0383	AN_HOP_001	2	33
18262	ANTBAL0592	AN_BAS_002	2	33
18262	ANTBAL0595	AN_BAS_001	2	33
18262	ANTBRM0421	AN_KRA_001	2	NA
18262	ANTMEC0180	NA	2	32
18262	ANTMOL0068	AN_MOL_004	2	32
18262	ANTMOL0143	AN_DIE_002	2	30
18262	ANTMOL0143	AN_DIE_002	2	31
18262	ANTMOL0143	AN_DIE_002	2	32
18262	ANTMOL0143	AN_DIE_002	2	33
18262	ANTVOR0058	AN_BLO_001	2	NA
18262	ANTZAN0122	AN_PUL_001	2	31
18262	ANTZAN0122	AN_PUL_001	2	33
18262	ANTZAN0172	AN_PUL_004	2	NA
18262	ANTZAN0175	AN_PUL_003	2	31
18262	ANTZAN0175	AN_PUL_003	2	33
18262	ANTZAN0176	AN_PUL_002	2	33
18262	LIMDPB0311	LI_LAN_005	2	31
18262	LIMDPB0311	LI_LAN_005	2	33
18262	LIMHHE0114	LI_RDP_001	2	30
18262	LIMHHE0114	LI_RDP_001	2	31
18262	LIMHHE0285	LI_LBV_004	2	33
18262	LIMHHE0286	LI_LBV_001	2	30
18262	LIMHHE0286	LI_LBV_001	2	31
18262	LIMHHE0286	LI_LBV_001	2	32
18262	LIMHHE0330	NA	2	30
18262	LIMMGR0011	LI_DON_004	2	30
18262	LIMMGR0011	LI_DON_004	2	31
18262	LIMWEL0154	LI_BRB_001	2	NA
18262	LIMZNH0127	LI_MLV_018	2	NA
18262	LIMZNH0304	LI_MLV_023	2	NA
18262	VBRKAM0120	VB_LAB_001	2	NA
18262	WVLBRD0035	WV_DHE_005	2	21
18262	WVLBRD0039	WV_DHE_002	2	21
18262	WVLBRD0089	WV_DHE_020	2	21
18262	WVLBRU0368	WV_ZEB_004	2	21
18262	WVLBRU0374	WV_ZEB_007	2	21
18262	WVLDAM0090	WV_DAM_001	2	33
18262	WVLDEH0220	WV_BDH_008	2	21
18262	WVLDEP0051	WV_WES_009	2	21
18262	WVLDEP0057	WV_WES_014	2	21
18262	WVLDEP0070	WV_WES_038	2	21
18262	WVLDEP0167	WV_WES_044	2	21
18262	WVLDIK0136	WV_BLA_001	2	33
18262	WVLDIK1027	WV_BLA_002	2	33
18262	WVLKNO0014	WV_ZWI_116	2	21
18262	WVLKNO0020	WV_ZWI_119	2	21
18262	WVLKNO0022	WV_ZWI_006	2	21
18262	WVLKNO0058	WV_ZWI_040	2	21
18262	WVLKNO0205	WV_ZWI_060	2	21
18262	WVLKNO0365	WV_ZWI_149	2	21
