point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;datum_opname_cyclus1;x;y
1040518_1;342983_v2020;1040518;1;6230;6230_hn;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-06-29;180381,80;184494,00
1085366_2;414574_v2020;1085366;1;6230;6230_hn;;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-07-31;217214,90;197709,70
1095890_2;639013_v2020;1095890;1;6230;6230_hn;;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-07-12;219509,70;198617,80
1107666_1;409732_v2018;1107666;1;6230;6230_ha;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-19;224061,80;189806,10
1135826_2;421354_v2020;1135826;1;6230;6230_hn;20;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-07-12;220022,40;196886,70
1212382_2;437242_v2018;1212382;1;6230;6230_hn;20;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-27;159697,30;225447,30
1217746_2;421332_v2020;1217746;1;6230;6230_hn;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-07-12;219393,70;196547,10
1249582_1;511134_v2018;1249582;1;6230;6230_ha;;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-13;191101,70;230446,50
1255122_1;409732_v2018;1255122;1;6230;6230_ha;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-19;223229,50;189806,30
1269458_1;409732_v2018;1269458;1;6230;6230_ha;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-19;224125,40;189998,30
1359838_1;473571_v2018;1359838;1;6230;6230_hn;;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-27;159325,60;225966,10
1395766_1;358613_v2020;1395766;0;6230;6230_hn;60;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-05-27;198973,60;188398,10
1428270_1;591868_v2016;1428270;0;6230;6230_hn;60;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-06-26;196637,60;229230,10
1448238_1;598533_v2014;1448238;1;6230;6230_ha;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-06;191517,70;231726,00
1457206_1;358537_v2020;1457206;0;6230;6230_ha;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-05-24;198301,70;187854,00
1461302_1;358613_v2020;1461302;0;6230;6230_ha;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-05-27;198845,60;188333,90
1464626_1;345006_v2020;1464626;1;6230;6230_ha;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-02;224733,60;181838,20
1508278_1;594450_v2020;1508278;1;6230;6230_hn;90;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-10;214781,50;201422,20
1531602_1;545815_v2018;1531602;1;6230;6230_ha;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-04;223933,70;190190,00
1593478_2;447854_v2018;1593478;1;6230;6230_ha;40;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-08;180091,60;182159,50
1627010_2;673511_v2014;1627010;0;6230;6230_hnk;;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-05-31;254788,30;158336,70
1631954_1;409732_v2018;1631954;1;6230;6230_ha;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-04;223805,60;189870,10
1634546_1;569332_v2014;1634546;0;6230;6230_ha;20;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-05;237021,60;174606,10
1660114_2;421351_v2020;1660114;1;6230;6230_hn;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-10;219707,60;196609,20
1660950_1;572187_v2014;1660950;0;6230;6230_hmo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-06-23;162110,00;195726,10
1676498_2;421332_v2020;1676498;1;6230;6230_hn;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-10;219438,30;196598,00
1711014_1;360526_v2020;1711014;1;6230;6230_ha;;bestaand meetpunt (niet weerhouden voor cyclus 2);2016-08-23;190141,60;182094,10
1713874_1;409732_v2018;1713874;1;6230;6230_ha;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-04;223261,50;189838,10
1723446_2;358613_v2020;1723446;0;6230;6230_ha;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-05-27;198972,60;188112,00
1742034_2;421332_v2020;1742034;1;6230;6230_hn;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-10;219459,90;196479,00
1793746_1;409732_v2018;1793746;1;6230;6230_ha;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-22;223837,60;190030,10
1826514_1;545814_v2018;1826514;1;6230;6230_ha;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-15;223581,60;190126,10
1829622_2;629010_v2020;1829622;1;7140;7140_meso;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-05-15;189539,70;209786,10
1839666_1;677383_v2014;1839666;1;7140;7140_meso;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-07;232157,60;178638,10
1884126_2;665978_v2014;1884126;1;6230;6230_hmo;25;bestaand meetpunt (niet weerhouden voor cyclus 2);2016-08-02;159413,60;226099,30
1887022_2;542975_v2016;1887022;1;6230;6230_hn;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-13;196862,90;229544,50
1913782_1;646388_v2020;1913782;1;7140;7140_meso;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-07-10;217085,40;198478,30
1927030_1;667452_v2014;1927030;1;7140;7140_meso;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-07-05;206685,40;205006,20
1933238_1;421381_v2020;1933238;0;6230;6230_ha;50;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-02;218333,60;195982,10
1938478_2;561722_v2018;1938478;1;6230;6230_hmo;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2015-07-08;189778,10;218765,90
1950913_1;590794_v2018;1950913;1;6230;6230;50;bestaand meetpunt (niet weerhouden voor cyclus 2);2021-07-06;86845,10;205357,90
1951958_1;520598_v2018;1951958;1;6230;6230_ha;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-09;176989,60;217293,90
2016242_1;663179_v2014;2016242;1;6230;6230_ha;40;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-22;238813,60;183054,10
2016390_1;509902_v2018;2016390;1;6230;6230_hmo;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-08;178173,50;177710,10
2070830_1;661382_v2014;2070830;1;6230;6230_ha;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-06;191997,60;232046,20
2080902_1;442573_v2018;2080902;1;6230;6230_ha;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-09;179613,40;181838,40
2088658_1;409732_v2018;2088658;1;6230;6230_ha;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-22;223453,60;189998,10
2133734_1;552600_v2018;2133734;0;6230;6230_hmo;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2016-07-26;216957,60;185550,10
2133926_2;343594_v2020;2133926;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-07-20;186084,30;179851,60
2156242_1;409732_v2018;2156242;1;6230;6230_ha;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-23;224221,60;189838,10
2225078_2;646399_v2020;2225078;1;7140;7140_meso;50;bestaand meetpunt (niet weerhouden voor cyclus 2);2015-09-18;218228,60;198739,50
2239241_1;449104_v2016;2239241;1;1330;1330_hpr;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-10-29;104701,60;215438,10
2264998_2;360528_v2020;2264998;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-07-20;186457,90;180070,40
2333697_2;102987_v2014;2333697;1;1330;1330_hpr;20;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-10-31;56695,80;211781,80
2334854_2;420066_v2020;2334854;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-06-29;180063,50;184824,10
2364085_2;440942_v2016;2364085;1;1330;1330_hpr;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-10-29;63358,50;220493,30
2438198_1;544687_v2018;2438198;1;6230;6230_hmo;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2015-06-11;197821,60;189902,10
2441398_2;647565_v2014;2441398;0;6230;6230_hn;20;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-31;208119,80;197516,90
2447382_2;572187_v2014;2447382;0;6230;6230_hmo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-18;162109,60;195690,50
2500918_2;449874_v2018;2500918;1;7140;7140_meso;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-05;192775,50;189887,80
2595841_2;456033_v2016;2595841;1;1330;1330_hpr;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-18;56393,50;211891,10
2598774_2;660672_v2014;2598774;1;7140;7140_meso;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-23;207443,70;204821,30
2637569_1;562632_v2018;2637569;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-07-03;61501,80;205038,20
2645158_2;449353_v2018;2645158;1;7140;7140_meso;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-09;201051,60;185632,00
2767798_1;420894_v2020;2767798;1;7140;7140_meso;90;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-23;214205,60;197006,10
2813697_1;538464_v2018;2813697;1;6230;6230_hn;60;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-09-25;60829,60;204718,10
2814902_2;414180_v2020;2814902;1;7140;7140_oli;40;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-10;218379,70;198191,20
2936253_1;686141_v2014;2936253;0;1330;1330_hpr;95;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-15;139549,70;220142,30
2943734_4;628828_v2020;2943734;1;7140;7140_meso;80;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-08;190376,50;210168,60
2945974_2;414182_v2020;2945974;1;7140;7140_oli;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-10;218013,80;198125,30
2977246_1;528608_v2018;2977246;1;7140;7140_oli;85;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-14;165117,50;226798,00
2981953_2;103414_v2016;2981953;1;6230;6230_hmo;28;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-12;78229,90;197308,30
2993589_1;478990_v2018;2993589;1;1330;1330_hpr;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-28;62621,60;221038,20
3002670_1;571477_v2018;3002670;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-13;190621,30;228846,20
3010229_2;589054_v2016;3010229;1;1330;1330_hpr;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-21;68597,00;220600,10
3026357_2;456668_v2016;3026357;1;1330;1330_hpr;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-28;62773,10;222189,90
3046837_1;589809_v2016;3046837;1;1330;1330_hpr;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-28;60829,00;222094,70
3054593_1;100797_v2014;3054593;1;1330;1330_hpr;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-18;56541,10;212365,70
3062785_2;456983_v2016;3062785;0;1330;1330_hpr;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-18;57434,00;213801,10
3067325_1;686298_v2014;3067325;0;1330;1330_hpr;80;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-15;139613,50;219950,50
3101622_1;421144_v2020;3101622;1;7140;7140_meso;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-23;216509,60;198158,10
3134649_2;529497_v2018;3134649;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-05-31;144467,90;156411,40
3185198_1;475082_v2018;3185198;1;7140;7140_oli;95;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-12;195709,50;225550,30
3192390_2;411930_v2020;3192390;1;7140;7140_meso;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-09;169691,80;167499,90
3202998_2;380749_v2020;3202998;1;7140;7140_meso;;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-23;215786,00;197802,70
3219382_2;380747_v2020;3219382;1;7140;7140_meso;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2015-09-21;215017,00;197164,90
3223006_1;595827_v2020;3223006;1;7140;7140_oli;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-14;164893,70;228782,20
3273046_2;413113_v2020;3273046;1;6230;6230_hmo;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-07-02;184232,20;190717,30
3276198_2;546696_v2018;3276198;0;6230;6230_hmo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2016-08-23;188662,60;175128,20
3319506_1;455999_v2018;3319506;1;7140;7140_oli;90;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-29;223869,60;188782,10
3351638_1;356487_v2020;3351638;1;6230;6230_hmo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2022-06-22;184221,60;194446,10
3351638_2;356487_v2020;3351638;1;6230;6230_hmo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-27;184230,20;194445,60
3358866_2;514386_v2018;3358866;1;7140;7140_meso;60;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-07-16;242094,10;208443,50
3359797_1;589172_v2016;3359797;0;1330;1330_hpr;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-21;72222,30;220813,50
3367542_2;594481_v2020;3367542;1;7140;7140_oli;80;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-09;215902,90;205083,60
3405958_1;416192_v2020;3405958;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-25;185853,50;180110,20
3411958_2;515383_v2018;3411958;1;7140;7140_meso;;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-09;188894,70;217099,40
3424742_2;507816_v2018;3424742;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-04;204017,40;170833,30
3428530_2;370040_v2018;3428530;0;6230;6230_hnk;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2021-07-12;241245,60;168238,10
3432449_2;587576_v2016;3432449;0;1330;1330_hpr;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-28;61528,60;215460,00
3447342_1;475082_v2018;3447342;1;7140;7140_oli;95;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-12;195933,60;225517,90
3450578_1;304132_v2016;3450578;1;7140;7140_oli;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-29;224349,60;188654,10
3456990_1;665978_v2014;3456990;1;6230;6230_hmo;25;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-27;159453,60;225934,10
3461110_2;507245_v2018;3461110;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2016-09-14;188909,20;218073,10
3492617_2;449277_v2016;3492617;0;1330;1330_hpr;99;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-08-07;106757,50;216036,00
3502814_2;572552_v2018;3502814;1;7140;7140_oli;;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-23;154697,80;232409,70
3600726_2;413113_v2020;3600726;1;6230;6230_hmo;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-07-02;184383,10;190683,50
3601334_2;414180_v2020;3601334;1;7140;7140_oli;40;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-10;218508,00;198125,70
3732406_2;646392_v2020;3732406;1;7140;7140_meso;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2015-09-21;217856,90;198563,90
3734950_2;546696_v2018;3734950;0;6230;6230_hn;85;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-07-20;188628,10;175090,50
3821746_2;674992_v2014;3821746;1;6230;6230_hnk;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-12;241478,20;167411,30
3863478_1;414180_v2020;3863478;1;7140;7140_oli;40;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-10;218205,60;198190,10
3968934_1;383185_v2020;3968934;1;6230;6230_hmo;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-08;185949,40;180046,20
4013534_1;582123_v2020;4013534;1;7140;7140_oli;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-14;165149,40;229037,90
4059478_1;413110_v2020;4059478;1;6230;6230_hmo;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-09;184253,50;190606,30
4178198_2;599515_v2014;4178198;0;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-09;167155,90;187978,60
4370774_2;413257_v2020;4370774;1;7140;7140_meso;80;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-05;184716,40;191404,60
4416118_1;594481_v2020;4416118;1;7140;7140_oli;80;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-09;215933,60;205166,10
4441846_2;632397_v2020;4441846;1;7140;7140_oli;70;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-08;186116,40;210117,80
4465750_2;425391_v2020;4465750;1;6230;6230_hmo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-09;184262,10;194524,00
4495918_1;475086_v2018;4495918;1;7140;7140_oli;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-10-12;196061,40;225550,30
4613842_1;455999_v2018;4613842;1;7140;7140_oli;90;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-29;223581,60;188654,10
4765682_2;425023_v2020;4765682;1;7140;7140_oli;;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-24;238730,80;181148,30
4912054_2;414180_v2020;4912054;1;7140;7140_oli;40;bestaand meetpunt (niet weerhouden voor cyclus 2);2020-09-10;218239,60;198254,80
5630310_2;599161_v2014;5630310;0;6410;6410_mo;65;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-07-19;197403,10;167287,80
6194105_2;381512_v2020;6194105;0;6410;6410_mo;20;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-06-20;145463,30;156126,60
6770678_1;581418_v2018;6770678;1;6230;6230_hmo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-06;189725,90;218094,20
6792238_1;560640_v2020;6792238;1;6230;6230_hn;80;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-06;186013,60;219470,10
6948370_1;649530_v2014;6948370;0;6410;6410_mo;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-07-03;231741,60;212238,10
7033906_1;329220_v2016;7033906;1;6410;6410_mo;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-06-19;221469,70;175374,00
7072966_1;427759_v2020;7072966;1;6410;6410_mo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-05-29;162429,70;179534,40
7203174_1;599161_v2014;7203174;0;6410;6410_mo;65;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-07-19;197341,60;167342,10
7394534_1;628180_v2014;7394534;0;6410;6410_mo;15;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-19;212733,50;172814,00
7839026_1;358968_v2020;7839026;1;6410;6410_mo;80;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-02;225021,60;178542,10
7874902_1;449238_v2018;7874902;1;6410;6410_mo;50;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-09;184605,60;185934,10
7929558_1;449395_v2018;7929558;1;6410;6410_mo;50;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-08-26;177629,60;209678,30
7941057_1;513690_v2020;7941057;1;6410;6410_mo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-06-18;72989,60;205518,10
8121542_1;360520_v2020;8121542;1;6410;6410_mo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-05-29;162462,10;179501,40
8158406_2;359622_v2020;8158406;1;6410;6410_mo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2017-05-29;162798,30;179928,80
8220722_2;321195_v2020;8220722;0;6410;6410_mo;20;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-20;219773,00;171980,70
8363961_2;534518_v2018;8363961;1;6410;6410_mo;100;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-01;145341,00;160480,60
8705254_1;628180_v2014;8705254;0;6410;6410_mo;15;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-19;212765,60;172814,00
9087041_1;517669_v2020;9087041;1;6410;6410_mo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2015-07-10;74205,60;200718,10
9131058_1;477305_v2018;9131058;1;6410;6410_mo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-13;221629,60;175534,10
9189270_1;538778_v2018;9189270;1;6410;6410_mo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-04;166685,50;212942,10
9655346_1;669144_v2014;9655346;1;6410;6410_mo;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2018-06-12;221309,80;175310,30
10317874_1;;10317874;0;6410;6410_mo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-04;219869,70;171981,50
10766985_2;571296_v2018;10766985;1;6410;6410_mo;10;bestaand meetpunt (niet weerhouden voor cyclus 2);2016-06-09;112125,80;193388,30
10840262_1;450341_v2018;10840262;0;6410;6410_mo;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-08;169053,70;177773,10
11142674_1;649530_v2014;11142674;0;6410;6410_mo;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-03;231773,60;212302,30
11228210_1;329220_v2016;11228210;1;6410;6410_mo;30;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-06-19;221533,50;175438,20
11394098_1;670047_v2014;11394098;1;6410;6410_mo;20;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-05;223069,60;175502,20
11466886_1;361010_v2020;11466886;1;6410;6410_mo;80;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-07-08;185021,40;180206,10
12229422_1;447386_v2018;12229422;1;6410;6410_mo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2019-08-01;195677,50;228014,10
17475649_1;517669_v2020;17475649;1;6410;6410_mo;;bestaand meetpunt (niet weerhouden voor cyclus 2);2015-07-10;74173,60;200686,10
1118134_1;414244_v2020;1118134;1;6230;6230_hn;100;nieuw meetpunt (reserve);;218333,59;197294,11
1152185_1;357598_v2020;1152185;1;6230;6230_hn;80;nieuw meetpunt (reserve);;144349,59;155822,11
1170697_1;545202_v2018;1170697;1;6230;6230_hn;100;nieuw meetpunt (reserve);;117981,59;207950,11
1242782_1;495326_v2018;1242782;1;6230;6230_ha;70;nieuw meetpunt (reserve);;180157,59;223054,11
1286134_1;507182_v2018;1286134;0;6230;6230_ha;80;nieuw meetpunt (reserve);;187165,59;216462,11
1286278_1;420093_v2020;1286278;1;6230;6230;30;nieuw meetpunt (reserve);;180221,59;185038,11
1294470_1;315231_v2016;1294470;1;6230;6230_ha;40;nieuw meetpunt (reserve);;179453,59;181902,11
1294470_1;315231_v2016;1294470;1;6230;6230_hn;25;nieuw meetpunt (reserve);;179453,59;181902,11
1308318_1;495339_v2018;1308318;1;6230;6230_ha;50;nieuw meetpunt (reserve);;180349,59;223150,11
1394881_1;618588_v2014;1394881;0;6230;6230;80;nieuw meetpunt (reserve);;79677,59;202894,11
1427798_1;412737_v2020;1427798;1;6230;6230_hn;100;nieuw meetpunt (reserve);;183773,59;189582,11
1462209_1;592260_v2014;1462209;0;6230;6230;40;nieuw meetpunt (reserve);;79165,59;203278,11
1473234_1;305282_v2016;1473234;1;6230;6230_ha;50;nieuw meetpunt (reserve);;222589,59;188302,11
1516497_1;538137_v2018;1516497;1;6230;6230_hn;20;nieuw meetpunt (reserve);;51389,59;184366,11
1546542_1;467378_v2018;1546542;1;6230;6230_ha;80;nieuw meetpunt (reserve);;191677,60;231982,10
1594294_1;638924_v2020;1594294;1;6230;6230_ha;30;nieuw meetpunt (reserve);;216221,59;198638,11
1594321_1;562671_v2018;1594321;1;6230;6230_hn;100;nieuw meetpunt (reserve);;50973,59;183726,11
1605598_1;437242_v2018;1605598;1;6230;6230_ha;60;nieuw meetpunt (reserve);;159389,59;225102,11
1609638_1;415876_v2020;1609638;1;6230;6230_hn;100;nieuw meetpunt (reserve);;186205,59;179758,11
1615593_1;537758_v2018;1615593;0;6230;6230_hn;60;nieuw meetpunt (reserve);;138781,59;196526,11
1620614_1;548845_v2018;1620614;0;6230;6230_hn;100;nieuw meetpunt (reserve);;173853,59;170926,11
1638390_1;500336_v2018;1638390;1;6230;6230_ha;100;nieuw meetpunt (reserve);;187741,59;217454,11
1639350_1;639518_v2020;1639350;1;6230;6230_hn;100;nieuw meetpunt (reserve);;215421,59;201614,11
1646894_2;559666_v2018;1646894;1;6230;6230_hmo;30;nieuw meetpunt (reserve);;190589,59;228334,11
