plot_id;periode;type;source;note_manual_check;phab
17144;2;91E0;habitatmap2023;;30
26148;2;9120;habitatmap2023;;100
27131;2;9190;habitatmap2023;;30
27156;2;9120_qb;habitatmap2023;;70
27156;2;9120;habitatmap2023;;30
35106;2;91E0_vm;habitatmap2023;;100
35114;2;9120;habitatmap2023;;100
74049;2;91E0_vo;habitatmap2023;;100
74050;2;9190;habitatmap2023;;50
74067;2;9190;habitatmap2023;;70
74067;2;9120;habitatmap2023;;30
74090;2;9190;habitatmap2023;;100
74143;2;9120;habitatmap2023;;100
77038;2;9190;habitatmap2023;;70
77040;2;9190;habitatmap2023;;100
77048;2;9120;habitatmap2023;;30
78033;2;9190;habitatmap2023;;100
78041;2;9190;habitatmap2023;;100
78044;2;9190;habitatmap2023;;50
78046;2;9190;habitatmap2023;;100
78059;2;9190;habitatmap2023;;100
78060;2;9190;habitatmap2023;;100
78133;2;9120;habitatmap2023;;100
78135;2;9190;habitatmap2023;;50
78148;2;9120;habitatmap2023;;100
78156;2;9120;habitatmap2023;;100
81133;3;9190;assessment_vbi/habitatmap2023;;70
82126;2;9120_qb;habitatmap2023;;100
83070;2;91E0_vm;habitatmap2023;;100
83116;2;9190;habitatmap2023;;50
83121;2;91E0_vn;habitatmap2023;;100
83121;2;91E0_va;habitatmap2023;;0
83147;2;9120;habitatmap2023;;100
84016;2;91E0_vn;habitatmap2023;;100
85064;3;9190;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
85126;2;9120_qb;habitatmap2023;;70
85147;3;9120;manual_check/habitatmap2023;vegopname;
85155;3;9190;assessment_vbi/habitatmap2023;;50
85156;3;9190;manual_check/assessment_vbi;twijfel;
86044;3;9190;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
86117;2;9120;manual_check/habitatmap2023;9120vs9190;
86134;2;9120;manual_check/habitatmap2023;9120vs9190;
86136;2;9120;manual_check/habitatmap2023;9120vs9190;
86141;2;9120;assessment_vbi/habitatmap2023;;100
86142;2;9190;assessment_vbi/habitatmap2023;;100
86144;2;9120;habitatmap2023;;100
86149;2;9120;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
87010;2;9190;habitatmap2023;;100
87119;2;9120;habitatmap2023;;90
87119;2;9190;habitatmap2023;;10
87123;2;91E0_vn;habitatmap2023;;60
87123;2;9120;habitatmap2023;;0
87127;2;9190;habitatmap2023;;100
87131;2;91E0_vn;habitatmap2023;;100
87131;2;9120;habitatmap2023;;0
87135;2;9120;habitatmap2023;;100
88040;2;9190;habitatmap2023;;100
88092;2;9160;habitatmap2023;;30
88113;2;9120;habitatmap2023;;100
88121;2;9120;habitatmap2023;;100
88123;2;9190;habitatmap2023;;95
88129;2;9120;habitatmap2023;;100
88134;2;9190;habitatmap2023;;70
88144;2;91E0_vm;habitatmap2023;;100
88155;2;9190;habitatmap2023;;100
88156;2;91E0_vm;habitatmap2023;;100
88160;2;91E0_vm;habitatmap2023;;80
88160;2;91E0_vo;habitatmap2023;;20
91017;2;9190;habitatmap2023;;50
91025;2;9190;habitatmap2023;;30
91108;2;9190;habitatmap2023;;30
91123;2;9190;habitatmap2023;;30
91143;2;9190;habitatmap2023;;100
95001;2;9190;habitatmap2023;;100
95004;2;9190;habitatmap2023;;10
95011;2;9190;habitatmap2023;;20
95030;2;9190;habitatmap2023;;20
95041;2;91E0_vo;habitatmap2023;;100
96103;3;9190;manual_check/assessment_vbi;vegopname;
96124;3;9190;manual_check/habitatmap2023;9120vs9190;
124152;2;9120;assessment_vbi/habitatmap2023;;70
128016;2;9120;habitatmap2023;;100
128039;2;9120;manual_check/assessment_vbi;vegopname en/of bosleeftijd;
128138;2;9120;habitatmap2023;;100
128147;2;9120;habitatmap2023;;100
131044;2;9120;habitatmap2023;;100
131159;2;91E0_vn;habitatmap2023;;100
132097;2;9120;habitatmap2023;;100
133153;3;91E0_va;manual_check/habitatmap2023;buiten areaal 9130;
134040;2;9120;assessment_vbi/habitatmap2023;;100
134128;2;9120;assessment_vbi/habitatmap2023;;100
135054;2;91E0_va;habitatmap2023;;100
135069;2;9120;habitatmap2023;;100
135081;2;9120;habitatmap2023;;100
135082;2;9120;habitatmap2023;;100
135083;2;9120;habitatmap2023;;85
135083;2;91E0_vn;habitatmap2023;;15
135098;2;9120;habitatmap2023;;100
135099;2;9120;habitatmap2023;;100
135102;2;9120;habitatmap2023;;100
135118;2;9160;habitatmap2023;;100
135132;2;9120;habitatmap2023;;100
136040;2;9120;habitatmap2023;;100
136102;2;9120;habitatmap2023;;100
136113;2;9120;habitatmap2023;;100
136114;2;9120;habitatmap2023;;100
136121;2;9120;habitatmap2023;;100
136121;2;91E0_vo;habitatmap2023;;0
136143;2;9120;habitatmap2023;;30
137010;3;91E0_va;habitatmap2023;;100
137011;3;9120;assessment_vbi/habitatmap2023;;100
137028;3;9120;manual_check/habitatmap2023;vegopname;
137035;3;9120;assessment_vbi/habitatmap2023;;100
137037;3;9120;assessment_vbi/habitatmap2023;;100
137045;3;9120;manual_check/assessment_vbi;fout habkaart, polygoongrens;
137052;3;9120;assessment_vbi/habitatmap2023;;100
137053;3;9120;assessment_vbi/habitatmap2023;;100
137054;3;9120;assessment_vbi/habitatmap2023;;100
137060;3;9120;manual_check/habitatmap2023;9120vs9190;
137076;3;9190;manual_check/assessment_vbi;twijfel;
138016;2;9190;manual_check/assessment_vbi;twijfel;
138019;3;9120;manual_check/habitatmap2023;9120vs9190;
138020;3;9120;assessment_vbi/habitatmap2023;;95
138024;2;9120;manual_check/habitatmap2023;9120vs9190;
138027;3;9120;manual_check/habitatmap2023;9120vs9190;
138028;3;9120;assessment_vbi/habitatmap2023;;70
138036;3;9120;assessment_vbi/habitatmap2023;;100
138097;3;9120;assessment_vbi/habitatmap2023;;100
138098;3;9120;habitatmap2023;;100
142137;2;9120;habitatmap2023;;100
144048;3;91E0_vm;assessment_vbi/habitatmap2023;;30
144055;3;91E0_vm;manual_check/habitatmap2023;vegopname;
144056;3;9120;habitatmap2023;;100
147004;2;9120;habitatmap2023;;100
147049;2;91E0_va;habitatmap2023;;100
147059;2;9120;habitatmap2023;;100
147067;2;9120;habitatmap2023;;100
147068;2;91E0_va;habitatmap2023;;100
147141;2;91E0_vn;habitatmap2023;;100
148025;3;91EO_va;manual_check;vegopname en/of bosleeftijd;
148045;3;9120;manual_check/assessment_vbi;vegopname en/of bosleeftijd;
154013;2;9190;habitatmap2023;;100
154019;2;9120;habitatmap2023;;100
154032;2;9120;habitatmap2023;;70
154032;2;91E0_va;habitatmap2023;;30
154072;2;9120_qb;habitatmap2023;;70
154072;2;9120;habitatmap2023;;30
154091;2;9120;habitatmap2023;;100
154101;2;9120;habitatmap2023;;100
155024;2;9120;assessment_vbi/habitatmap2023;;100
155133;2;91E0_vn;habitatmap2023;;20
155136;2;91E0_vn;habitatmap2023;;20
155139;3;91E0_sf;assessment_vbi/habitatmap2023;;100
156056;2;91E0_vn;habitatmap2023;;100
156064;2;91E0_vn;habitatmap2023;;100
156072;2;91E0_vn;habitatmap2023;;100
156107;2;91E0_vn;habitatmap2023;;100
156108;2;91E0_vn;habitatmap2023;;100
156114;2;91E0_vn;habitatmap2023;;80
156114;2;91E0;habitatmap2023;;20
156117;2;91E0_sf;habitatmap2023;;100
156118;2;91E0_vn;habitatmap2023;;100
156121;2;91E0_vn;habitatmap2023;;30
156124;2;91E0_vn;habitatmap2023;;70
156125;2;91E0_vn;habitatmap2023;;70
156146;2;91E0_vn;habitatmap2023;;100
156159;2;91E0_vm;habitatmap2023;;5
157050;2;91E0;habitatmap2023;;30
157051;2;9120;habitatmap2023;;100
157054;2;9120;habitatmap2023;;100
157063;2;9120;habitatmap2023;;100
157067;2;9120;habitatmap2023;;30
157083;2;91E0_vn;habitatmap2023;;30
157084;2;9120;habitatmap2023;;100
157091;2;9120;habitatmap2023;;100
158033;2;9120;habitatmap2023;;70
158033;2;9160;habitatmap2023;;30
158069;2;9160;habitatmap2023;;100
158091;2;9160;habitatmap2023;;20
158103;2;9120;habitatmap2023;;100
158118;2;91E0_va;habitatmap2023;;100
161033;2;9190;habitatmap2023;;70
161033;2;9120;habitatmap2023;;30
161039;3;91E0_va;manual_check;vegopname;
161082;3;9120;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
161085;3;9120;assessment_vbi/habitatmap2023;;100
161093;3;9120;habitatmap2023;;100
161095;3;91E0_va;assessment_vbi/habitatmap2023;;20
161111;3;9120;manual_check/habitatmap2023;vegopname;
161114;3;91E0_va;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
161118;3;91E0_vm;assessment_vbi/habitatmap2023;;90
161129;3;91EO_va;manual_check;vegopname;
161130;3;91E0_va;manual_check/habitatmap2023;vegopname;
161132;3;9120;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
161133;3;9120;assessment_vbi/habitatmap2023;;100
161134;3;9120;assessment_vbi/habitatmap2023;;40
162006;2;9160;manual_check/habitatmap2023;vegopname;
162019;3;9120;manual_check/habitatmap2023;9120vs9190;
162027;2;9120;habitatmap2023;;100
162032;2;9120;habitatmap2023;;100
162035;3;9120;assessment_vbi/habitatmap2023;;100
162038;2;91E0_va;manual_check/habitatmap2023;vegopname;
162042;3;9190;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
162043;3;9120;assessment_vbi/habitatmap2023;;100
162051;3;91E0_va;manual_check/habitatmap2023;vegopname;
162054;2;9190;habitatmap2023;;70
162062;2;91E0_vm;manual_check/habitatmap2023;vegopname;
162066;3;9120;manual_check;vegopname en/of bosleeftijd;
162078;2;9190;habitatmap2023;;100
162085;2;91E0_vm;manual_check/habitatmap2023;ghvs91E0_vn;
162090;3;9120;manual_check/habitatmap2023;vegopname;
162093;2;9120;assessment_vbi/habitatmap2023;;100
162098;3;9160;assessment_vbi/habitatmap2023;;60
162100;3;9120;manual_check/habitatmap2023;vegopname;
162101;2;9120;habitatmap2023;;100
162126;2;9120;manual_check;vegopname en/of bosleeftijd;
162129;3;9120;manual_check/habitatmap2023;vegopname;
163003;2;91E0_vm;habitatmap2023;;100
163006;2;91E0_vn;habitatmap2023;;70
163006;2;91E0_va;habitatmap2023;;30
163021;2;91E0_va;habitatmap2023;;70
163021;2;91E0_vn;habitatmap2023;;30
163094;2;9190;habitatmap2023;;100
163136;2;91E0_vm;habitatmap2023;;90
163136;2;91E0_vo;habitatmap2023;;10
163147;2;9120;habitatmap2023;;70
163147;2;9190;habitatmap2023;;30
164011;2;9120;habitatmap2023;;25
164124;2;91E0_vm;habitatmap2023;;100
164126;2;9190;habitatmap2023;;80
165046;3;9190;assessment_vbi/habitatmap2023;;100
165062;3;9120;manual_check/assessment_vbi;fout habkaart, polygoongrens;
165087;3;9120;habitatmap2023;;100
166005;2;9190;habitatmap2023;;100
166032;2;91E0_vo;assessment_vbi/habitatmap2023;;20
166050;3;9190;manual_check/assessment_vbi;twijfel;
166092;3;9190;assessment_vbi/habitatmap2023;;100
166156;3;9120;manual_check/habitatmap2023;vegopname;
167001;2;9120;habitatmap2023;;100
167132;2;9120;habitatmap2023;;100
167133;2;9120;habitatmap2023;;60
167133;2;91E0;habitatmap2023;;20
167136;2;9120;habitatmap2023;;100
168107;2;9120;habitatmap2023;;70
168107;2;91E0_va;habitatmap2023;;30
168147;2;9190;habitatmap2023;;70
168147;2;91E0_vm;habitatmap2023;;30
171073;2;91E0_vn;habitatmap2023;;100
172012;3;9190;manual_check/assessment_vbi;naaldhout;
172052;3;91E0_vm;assessment_vbi/habitatmap2023;;50
172099;3;91E0_vo;habitatmap2023;;50
172099;3;91E0_vm;habitatmap2023;;30
172099;3;9120;habitatmap2023;;20
172100;3;91E0_vm;assessment_vbi/habitatmap2023;;70
172146;3;91E0_vn;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
173155;3;91E0_vo;assessment_vbi/habitatmap2023;;100
174001;2;91E0_vn;habitatmap2023;;20
174012;2;9190;habitatmap2023;;70
174048;2;91E0_vn;habitatmap2023;;70
174122;2;91E0;habitatmap2023;;70
175007;2;91E0_vn;habitatmap2023;;100
175008;2;91E0_vn;habitatmap2023;;100
175066;2;91E0_vm;habitatmap2023;;30
175068;2;9190;habitatmap2023;;10
175130;2;9190;habitatmap2023;;100
175146;2;91E0_vm;habitatmap2023;;100
175154;2;91E0_va;habitatmap2023;;20
175154;2;91E0_vn;habitatmap2023;;20
176058;3;91E0_vm;assessment_vbi/habitatmap2023;;100
176060;3;91E0_vm;assessment_vbi/habitatmap2023;;30
176117;3;9190;habitatmap2023;;10
176159;3;91E0_vm;assessment_vbi/habitatmap2023;;100
177119;2;9190;habitatmap2023;;100
177120;2;9190;habitatmap2023;;100
177124;3;9120;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
178012;2;9190;habitatmap2023;;90
178012;2;9190;habitatmap2023;;10
178042;2;9190;habitatmap2023;;100
178147;2;9190;habitatmap2023;;30
181003;2;91E0_vo;habitatmap2023;;100
181035;2;91E0_vn;habitatmap2023;;100
181060;2;91E0_vn;habitatmap2023;;70
181060;2;91E0_vo;habitatmap2023;;30
181085;2;91E0_vn;habitatmap2023;;100
181155;2;9190;habitatmap2023;;100
182143;2;91E0_vm;habitatmap2023;;30
182151;2;9190;habitatmap2023;;100
182152;2;91E0_vm;habitatmap2023;;100
182157;2;9120;habitatmap2023;;100
182158;2;9190;habitatmap2023;;70
182158;2;9120;habitatmap2023;;30
182160;2;91E0_vm;habitatmap2023;;100
183153;3;91E0_vm;assessment_vbi/habitatmap2023;;100
185023;2;9120;habitatmap2023;;100
185047;2;91E0_vm;habitatmap2023;;60
185047;2;91E0_vc;habitatmap2023;;10
185143;2;9120;habitatmap2023;;100
186107;2;91E0_vm;habitatmap2023;;100
186108;2;91E0_vm;habitatmap2023;;90
186108;2;91E0_vc;habitatmap2023;;10
186113;2;91E0;habitatmap2023;;30
186130;2;9120;habitatmap2023;;100
186157;2;9120_qb;habitatmap2023;;30
187001;3;91E0_vm;assessment_vbi/habitatmap2023;;80
187009;3;9190;assessment_vbi/habitatmap2023;;100
187058;3;9120;manual_check/habitatmap2023;vegopname;
187082;3;91E0;manual_check;vegopname;
187124;3;9190;manual_check/assessment_vbi;vegopname;
202023;3;9120;assessment_vbi/habitatmap2023;;100
202040;2;9120;habitatmap2023;;100
203009;3;9120;habitatmap2023;;100
203018;3;9120;manual_check/habitatmap2023;vegopname;
203031;2;9120;habitatmap2023;;70
203031;2;9160;habitatmap2023;;30
203039;2;9120;habitatmap2023;;85
203039;2;9160;habitatmap2023;;15
204022;2;9120;assessment_vbi/habitatmap2023;;70
206047;3;9120;assessment_vbi/habitatmap2023;;100
206086;3;9120;manual_check/habitatmap2023;vegopname;
207011;3;9160;habitatmap2023;;70
207011;3;91E0_va;habitatmap2023;;30
207033;3;9120;manual_check/habitatmap2023;vegopname;
207049;3;9120;manual_check/habitatmap2023;vegopname;
207057;3;9120;assessment_vbi/habitatmap2023;;100
211004;2;9120;habitatmap2023;;100
211096;2;9120;habitatmap2023;;100
211115;2;91E0_va;habitatmap2023;;100
211115;2;91E0_vc;habitatmap2023;;0
212002;2;9120;habitatmap2023;;100
212006;2;9120;habitatmap2023;;100
212018;2;9120;habitatmap2023;;100
212040;2;91E0_va;habitatmap2023;;100
213030;3;9120;assessment_vbi/habitatmap2023;;100
213033;3;9120;manual_check/habitatmap2023;9120vs9190;
213037;3;9120;assessment_vbi/habitatmap2023;;100
213041;3;91E0_va;manual_check/assessment_vbi;vegopname;
213047;3;9120;assessment_vbi/habitatmap2023;;100
213050;3;91E0_va;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
213067;3;91E0_vn;assessment_vbi/habitatmap2023;;100
213076;3;9120;assessment_vbi/habitatmap2023;;100
214103;2;91E0_va;manual_check/habitatmap2023;91E0vs9160;
215068;2;9120;habitatmap2023;;100
218005;2;9120;assessment_vbi/habitatmap2023;;100
218131;3;91E0_va;manual_check;vegopname;
221010;2;91E0_vm;habitatmap2023;;70
221010;2;91E0_vn;habitatmap2023;;30
221018;2;91E0_vn;habitatmap2023;;80
221018;2;91E0_va;habitatmap2023;;20
222108;2;9120;habitatmap2023;;20
222132;2;91E0_vn;habitatmap2023;;100
223096;2;91E0_vm;habitatmap2023;;10
224080;3;91E0_sf;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
224137;3;91E0_vn;habitatmap2023;;100
225036;2;9120;habitatmap2023;;100
225086;2;91E0_va;habitatmap2023;;60
225086;2;9130_end;habitatmap2023;;30
225086;2;91E0_vc;habitatmap2023;;10
225095;2;9120;habitatmap2023;;100
225096;2;91E0_va;habitatmap2023;;100
225102;2;9130_end;habitatmap2023;;70
225102;2;91E0_va;habitatmap2023;;30
226018;2;91E0_va;habitatmap2023;;100
226019;2;9120;habitatmap2023;;100
226022;2;9120;habitatmap2023;;100
226036;2;91E0_va;habitatmap2023;;100
226044;2;9120;habitatmap2023;;100
226059;2;9130_end;habitatmap2023;;30
226060;2;91E0_va;habitatmap2023;;30
226063;2;9130_end;habitatmap2023;;70
226063;2;9120;habitatmap2023;;30
226119;2;9130_end;habitatmap2023;;100
226120;2;91E0_va;habitatmap2023;;100
226148;2;91E0_va;habitatmap2023;;80
226148;2;91E0_vc;habitatmap2023;;15
226160;2;9130_end;habitatmap2023;;70
226160;2;91E0_va;habitatmap2023;;30
227019;2;9130_end;habitatmap2023;;100
227037;2;9120;habitatmap2023;;90
227037;2;9120_qb;habitatmap2023;;10
227050;2;91E0_va;habitatmap2023;;30
227081;2;91E0_va;habitatmap2023;;100
227142;2;9130_end;habitatmap2023;;100
227153;2;9130_end;habitatmap2023;;100
228022;3;91E0_va;manual_check;vegopname en/of bosleeftijd;
228133;3;91E0_va;manual_check;vegopname en/of bosleeftijd;
228141;3;91E0_va;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
231103;2;91E0_sf;assessment_vbi/habitatmap2023;;100
232003;2;91E0_vn;habitatmap2023;;100
232010;2;91E0_va;habitatmap2023;;20
232032;2;91E0_vm;habitatmap2023;;100
232060;2;9160;habitatmap2023;;100
232075;2;9120;habitatmap2023;;100
232092;2;9120;habitatmap2023;;100
232093;2;91E0_vn;habitatmap2023;;100
232100;2;9120;habitatmap2023;;100
232153;2;9120;habitatmap2023;;100
232154;2;9120;habitatmap2023;;100
233118;2;91E0_va;habitatmap2023;;100
234013;2;9120;habitatmap2023;;70
234035;2;9120;habitatmap2023;;20
234069;2;9160;habitatmap2023;;100
234112;2;9120;habitatmap2023;;100
234159;2;91E0_vn;habitatmap2023;;100
235082;3;9120;manual_check/habitatmap2023;vegopname en/of bosleeftijd;
235117;2;9120;habitatmap2023;;95
235117;2;9130_end;habitatmap2023;;5
235125;2;9120;habitatmap2023;;100
235128;2;9120;habitatmap2023;;60
235128;2;9130_end;habitatmap2023;;20
235128;2;91E0_vn;habitatmap2023;;20
235133;2;9120;habitatmap2023;;100
235159;2;91E0_vn;habitatmap2023;;100
236111;2;91E0_va;habitatmap2023;;100
236116;2;9130_end;habitatmap2023;;100
236131;2;9130_end;habitatmap2023;;100
236143;2;91E0_vn;habitatmap2023;;70
236143;2;91E0_va;habitatmap2023;;30
237014;2;91E0_va;habitatmap2023;;100
237029;2;91E0_va;habitatmap2023;;70
237029;2;91E0_vn;habitatmap2023;;30
237042;2;9160;habitatmap2023;;100
237063;2;9120;habitatmap2023;;100
237129;2;9130_end;habitatmap2023;;10
237149;2;91E0_vn;habitatmap2023;;100
237153;2;91E0_vn;habitatmap2023;;100
238002;2;9160;habitatmap2023;;70
238002;2;9120;habitatmap2023;;25
238010;2;91E0_va;habitatmap2023;;30
238025;2;9120;habitatmap2023;;60
238025;2;91E0_vm;habitatmap2023;;20
238046;2;9120_qb;habitatmap2023;;20
238047;2;9120_qb;habitatmap2023;;20
238055;2;9120;habitatmap2023;;30
238064;2;9160;habitatmap2023;;70
238064;2;9120;habitatmap2023;;30
238126;2;9160;habitatmap2023;;90
238140;2;9160;habitatmap2023;;100
238147;2;91E0_va;habitatmap2023;;100
238148;2;9160;habitatmap2023;;100
241019;3;9120;assessment_vbi/habitatmap2023;;100
241090;3;9160;habitatmap2023;;60
241090;3;9120;habitatmap2023;;20
241090;3;91E0_va;habitatmap2023;;20
241122;3;91E0_vn;manual_check;ghvs91E0_vn;
241139;3;91E0_vm;assessment_vbi/habitatmap2023;;100
242003;3;9160;manual_check/habitatmap2023;fout habkaart, polygoongrens;
242128;2;9120;habitatmap2023;;40
243024;2;91E0_vm;habitatmap2023;;100
243032;2;91E0_vn;habitatmap2023;;20
243042;2;9120;habitatmap2023;;100
243048;2;9160;habitatmap2023;;100
243051;2;9160;habitatmap2023;;100
243055;2;9190;habitatmap2023;;80
243055;2;91E0_vm;habitatmap2023;;20
243062;2;9120;habitatmap2023;;30
243070;2;9120;habitatmap2023;;20
243074;2;9120;habitatmap2023;;100
243077;2;9190;habitatmap2023;;100
243082;2;9160;habitatmap2023;;100
243094;2;91E0_va;habitatmap2023;;100
243102;2;9120;habitatmap2023;;20
243113;2;9120_qb;habitatmap2023;;40
243118;2;91E0_vm;habitatmap2023;;70
243118;2;91E0_va;habitatmap2023;;30
243127;2;91E0_vm;habitatmap2023;;100
243134;2;91E0_vm;habitatmap2023;;100
