sample_id	segment_id	type	river_name	sac	catchment_area	grts_ranking	sample
407506_3260	943	35	GIELISBEEK	1	1	407506	1
728498_3260	1017	35	NOORBEEK	1	1	728498	1
1047854_3260	1088	35	GELSLOOPKE	1	1	1047854	1
1150886_3260	1690	35	NA	1	1	1150886	1
1391710_3260	814	35	GOUWBERGSE LOOP	1	1	1391710	1
2357110_3260	872	35	BRISDILLOOP	1	1	2357110	1
2485086_3260	806	35	GOUWBERGSE LOOP	1	1	2485086	1
2701266_3260	942	35	GIELISBEEK	1	1	2701266	1
3144798_3260	822	35	GOUWBERGSE LOOP	1	1	3144798	1
3286646_3260	876	35	BRISDILLOOP	1	1	3286646	1
3469714_3260	386	35	RENNE	1	1	3469714	1
4172754_3260	862	35	ABEEK	1	1	4172754	1
4256146_3260	385	35	RENNE	1	1	4256146	1
5042578_3260	388	35	RENNE	1	1	5042578	1
6675294_3260	802	35	GOUWBERGSE LOOP	1	1	6675294	1
6762706_3260	1241	35	BOLLISENBEEK	1	1	6762706	1
7401874_3260	383	35	RENNE	1	1	7401874	1
7550870_3260	1692	35	ANTITANKKANAAL	1	1	7550870	1
8185921_3260	1011	35	BORNEBEEK	1	1	8185921	1
8319378_3260	395	35	RENNE	1	1	8319378	1
8417234_3260	368	35	ABEEK	1	1	8417234	0
8469598_3260	815	35	GOUWBERGSE LOOP	1	1	8469598	0
8976594_3260	1459	35	ZWARTEBEEK	1	1	8976594	0
9302418_3260	390	35	RENNE	1	1	9302418	0
9436254_3260	824	35	GOUWBERGSE LOOP	1	1	9436254	0
9844690_3260	945	35	GIELISBEEK	1	1	9844690	0
10930130_3260	541	35	ABEEK	1	1	10930130	0
11085430_3260	882	35	BRISDILLOOP	1	1	11085430	0
12385374_3260	826	35	GOUWBERGSE LOOP	1	1	12385374	0
12995794_3260	475	35	BOLLISENBEEK	1	1	12995794	0
13119698_3260	473	35	BOLLISENBEEK	1	1	13119698	0
13757278_3260	810	35	GOUWBERGSE LOOP	1	1	13757278	0
14154846_3260	819	35	GOUWBERGSE LOOP	1	1	14154846	0
14761054_3260	817	35	GOUWBERGSE LOOP	1	1	14761054	0
14805854_3260	808	35	GOUWBERGSE LOOP	1	1	14805854	0
15087570_3260	944	35	GIELISBEEK	1	1	15087570	0
15203422_3260	821	35	GOUWBERGSE LOOP	1	1	15203422	0
15522654_3260	792	35	GOUWBERGSE LOOP	1	1	15522654	0
16967745_3260	1008	35	BORNEBEEK	1	1	16967745	0
17279954_3260	861	35	ABEEK	1	1	17279954	0
17963218_3260	1239	35	BOLLISENBEEK	1	1	17963218	0
18349150_3260	820	35	GOUWBERGSE LOOP	1	1	18349150	0
18530578_3260	109	35	OUDE DOMMEL	1	1	18530578	0
18675922_3260	1461	35	ZWARTEBEEK	1	1	18675922	0
18872182_3260	870	35	BRISDILLOOP	1	1	18872182	0
19801718_3260	878	35	BRISDILLOOP	1	1	19801718	0
20241246_3260	796	35	GOUWBERGSE LOOP	1	1	20241246	0
20335826_3260	476	35	BOLLISENBEEK	1	1	20335826	0
20640146_3260	397	35	RENNE	1	1	20640146	0
20651442_3260	1016	35	NOORBEEK	1	1	20651442	0
21387058_3260	1521	35	ZUTENDAALBEEK	1	1	21387058	0
21646546_3260	478	35	BOLLISENBEEK	1	1	21646546	0
21938450_3260	108	35	OUDE DOMMEL	1	1	21938450	0
22157522_3260	1238	35	BOLLISENBEEK	1	1	22157522	0
22489106_3260	551	35	LOSBEEK	1	1	22489106	0
22697778_3260	1522	35	ZUTENDAALBEEK	1	1	22697778	0
22718529_3260	1004	35	BORNEBEEK	1	1	22718529	0
23433126_3260	1691	35	NA	1	1	23433126	0
23911262_3260	791	35	GOUWBERGSE LOOP	1	1	23911262	0
23971218_3260	382	35	RENNE	1	1	23971218	0
23976798_3260	797	35	GOUWBERGSE LOOP	1	1	23976798	0
24095698_3260	863	35	ABEEK	1	1	24095698	0
24700993_3260	1013	35	BORNEBEEK	1	1	24700993	0
24706142_3260	828	35	GOUWBERGSE LOOP	1	1	24706142	0
25581362_3260	1520	35	ZUTENDAALBEEK	1	1	25581362	0
26016862_3260	827	35	GOUWBERGSE LOOP	1	1	26016862	0
26562902_3260	589	35	RAAMDONKSEBEEK	1	1	26562902	0
26889426_3260	479	35	BOLLISENBEEK	1	1	26889426	0
27122526_3260	798	35	GOUWBERGSE LOOP	1	1	27122526	0
27869526_3260	591	35	RAAMDONKSEBEEK	1	1	27869526	0
27978590_3260	812	35	GOUWBERGSE LOOP	1	1	27978590	0
28040146_3260	370	35	ABEEK	1	1	28040146	0
28111250_3260	387	35	RENNE	1	1	28111250	0
28727090_3260	1519	35	ZUTENDAALBEEK	1	1	28727090	0
28859230_3260	787	35	GOUWBERGSE LOOP	1	1	28859230	0
29673426_3260	542	35	ABEEK	1	1	29673426	0
30035154_3260	477	35	BOLLISENBEEK	1	1	30035154	0
30058561_3260	1007	35	BORNEBEEK	1	1	30058561	0
30077330_3260	396	35	RENNE	1	1	30077330	0
30796638_3260	804	35	GOUWBERGSE LOOP	1	1	30796638	0
30945490_3260	472	35	BOLLISENBEEK	1	1	30945490	0
31006130_3260	1	35	NOORBEEK	1	1	31006130	0
33356894_3260	825	35	GOUWBERGSE LOOP	1	1	33356894	0
33876033_3260	1012	35	BORNEBEEK	1	1	33876033	0
34151858_3260	1018	35	NOORBEEK	1	1	34151858	0
34659166_3260	789	35	GOUWBERGSE LOOP	1	1	34659166	0
35301441_3260	1005	35	BORNEBEEK	1	1	35301441	0
35596306_3260	550	35	LOSBEEK	1	1	35596306	0
35635474_3260	111	35	OUDE DOMMEL	1	1	35635474	0
35731410_3260	946	35	GIELISBEEK	1	1	35731410	0
35773278_3260	803	35	GOUWBERGSE LOOP	1	1	35773278	0
35956690_3260	377	35	HOMMELBEEK	1	1	35956690	0
36618514_3260	110	35	OUDE DOMMEL	1	1	36618514	0
36880658_3260	107	35	OUDE DOMMEL	1	1	36880658	0
37046226_3260	376	35	HOMMELBEEK	1	1	37046226	0
37310806_3260	587	35	RAAMDONKSEBEEK	1	1	37310806	0
37703826_3260	45	35	OUDE LOSSING	1	1	37703826	0
37835094_3260	586	35	RAAMDONKSEBEEK	1	1	37835094	0
38008694_3260	873	35	BRISDILLOOP	1	1	38008694	0
38219986_3260	1240	35	BOLLISENBEEK	1	1	38219986	0
38337630_3260	829	35	GOUWBERGSE LOOP	1	1	38337630	0
38525906_3260	371	35	ABEEK	1	1	38525906	0
38656862_3260	800	35	GOUWBERGSE LOOP	1	1	38656862	0
39014742_3260	583	35	RAAMDONKSEBEEK	1	1	39014742	0
39517622_3260	1003	35	KLEINEBEEK	1	1	39517622	0
40076162_3260	1873	35	VOER	1	1	40076162	0
40164190_3260	794	35	GOUWBERGSE LOOP	1	1	40164190	0
40561502_3260	811	35	GOUWBERGSE LOOP	1	1	40561502	0
40691777_3260	1010	35	BORNEBEEK	1	1	40691777	0
41212766_3260	795	35	GOUWBERGSE LOOP	1	1	41212766	0
41220306_3260	1462	35	ZWARTEBEEK	1	1	41220306	0
43334750_3260	813	35	GOUWBERGSE LOOP	1	1	43334750	0
43643090_3260	474	35	BOLLISENBEEK	1	1	43643090	0
44121182_3260	818	35	GOUWBERGSE LOOP	1	1	44121182	0
44428126_3260	807	35	GOUWBERGSE LOOP	1	1	44428126	0
45766450_3260	1523	35	ZUTENDAALBEEK	1	1	45766450	0
45997010_3260	369	35	ABEEK	1	1	45997010	0
46154002_3260	113	35	OUDE DOMMEL	1	1	46154002	0
47796566_3260	585	35	RAAMDONKSEBEEK	1	1	47796566	0
48414994_3260	106	35	OUDE DOMMEL	1	1	48414994	0
48552798_3260	793	35	GOUWBERGSE LOOP	1	1	48552798	0
48748754_3260	1237	35	BOLLISENBEEK	1	1	48748754	0
48834166_3260	883	35	BRISDILLOOP	1	1	48834166	0
49161846_3260	877	35	BRISDILLOOP	1	1	49161846	0
50251730_3260	539	35	ABEEK	1	1	50251730	0
50286934_3260	580	35	RAAMDONKSEBEEK	1	1	50286934	0
50412638_3260	816	35	GOUWBERGSE LOOP	1	1	50412638	0
50915393_3260	1015	35	BORNEBEEK	1	1	50915393	0
50920542_3260	1876	35	GOUWBERGSE LOOP	1	1	50920542	0
50931318_3260	884	35	BRISDILLOOP	1	1	50931318	0
51245458_3260	391	35	RENNE	1	1	51245458	0
51335510_3260	579	35	RAAMDONKSEBEEK	1	1	51335510	0
51728726_3260	590	35	RAAMDONKSEBEEK	1	1	51728726	0
51947474_3260	378	35	HOMMELBEEK	1	1	51947474	0
52931538_3260	367	35	ABEEK	1	1	52931538	0
53956950_3260	581	35	RAAMDONKSEBEEK	1	1	53956950	0
54325650_3260	389	35	RENNE	1	1	54325650	0
54582110_3260	788	35	GOUWBERGSE LOOP	1	1	54582110	0
55176030_3260	805	35	GOUWBERGSE LOOP	1	1	55176030	0
55224385_3260	1006	35	BORNEBEEK	1	1	55224385	0
55371841_3260	1009	35	BORNEBEEK	1	1	55371841	0
55912054_3260	880	35	BRISDILLOOP	1	1	55912054	0
56748894_3260	809	35	GOUWBERGSE LOOP	1	1	56748894	0
56803602_3260	105	35	OUDE DOMMEL	1	1	56803602	0
57078162_3260	392	35	RENNE	1	1	57078162	0
57363666_3260	481	35	BOLLISENBEEK	1	1	57363666	0
57408814_3260	1089	35	GELSLOOPKE	1	1	57408814	0
58521810_3260	1460	35	ZWARTEBEEK	1	1	58521810	0
58640338_3260	540	35	ABEEK	1	1	58640338	0
58718070_3260	871	35	BRISDILLOOP	1	1	58718070	0
58980214_3260	874	35	BRISDILLOOP	1	1	58980214	0
59287506_3260	375	35	HOMMELBEEK	1	1	59287506	0
59460818_3260	480	35	BOLLISENBEEK	1	1	59460818	0
59699602_3260	394	35	RENNE	1	1	59699602	0
59890526_3260	801	35	GOUWBERGSE LOOP	1	1	59890526	0
60509394_3260	482	35	BOLLISENBEEK	1	1	60509394	0
61235474_3260	112	35	OUDE DOMMEL	1	1	61235474	0
61927826_3260	384	35	RENNE	1	1	61927826	0
62083414_3260	582	35	RAAMDONKSEBEEK	1	1	62083414	0
62203510_3260	881	35	BRISDILLOOP	1	1	62203510	0
62708574_3260	790	35	GOUWBERGSE LOOP	1	1	62708574	0
64104054_3260	875	35	BRISDILLOOP	1	1	64104054	0
64890486_3260	879	35	BRISDILLOOP	1	1	64890486	0
65229142_3260	584	35	RAAMDONKSEBEEK	1	1	65229142	0
65595457_3260	1014	35	BORNEBEEK	1	1	65595457	0
65991058_3260	393	35	RENNE	1	1	65991058	0
66015378_3260	46	35	OUDE LOSSING	1	1	66015378	0
66059358_3260	823	35	GOUWBERGSE LOOP	1	1	66059358	0
66670934_3260	588	35	RAAMDONKSEBEEK	1	1	66670934	0
63762_3260	783	35	DOMMEL	1	2	63762	1
88754_3260	329	35	BERWIJN	1	2	88754	1
116470_3260	618	35	KLEINE NETE	1	2	116470	1
157302_3260	1583	35	GROTE NETE	1	2	157302	1
266578_3260	188	35	MAAS	1	2	266578	1
391346_3260	320	35	BERWIJN	1	2	391346	1
435538_3260	208	35	MAAS	1	2	435538	1
494838_3260	853	35	DESSELSE NEET	1	2	494838	1
559698_3260	674	35	BOSBEEK	1	2	559698	1
620406_3260	1413	35	BRISDILLOOP	1	2	620406	1
678674_3260	899	35	DOMMEL	1	2	678674	1
756982_3260	851	35	DESSELSE NEET	1	2	756982	1
763510_3260	1600	35	GROTE NETE	1	2	763510	1
784658_3260	102	35	DOMMEL	1	2	784658	1
790866_3260	191	35	MAAS	1	2	790866	1
819282_3260	114	35	MAAS	1	2	819282	1
931702_3260	1568	35	GROTE NETE	1	2	931702	1
946450_3260	95	35	DOMMEL	1	2	946450	1
947026_3260	516	35	ITTERBEEK	1	2	947026	1
1001746_3260	1105	35	DOMMEL	1	2	1001746	1
1018130_3260	1117	35	DOMMEL	1	2	1018130	1
1135858_3260	1811	35	MAAS	1	2	1135858	1
1269266_3260	422	35	WARMBEEK	1	2	1269266	1
1296146_3260	491	35	BOLLISENBEEK	1	2	1296146	1
1309170_3260	1824	35	MAAS	1	2	1309170	1
1480566_3260	1765	35	ASBEEK	1	2	1480566	1
1484114_3260	207	35	MAAS	1	2	1484114	1
1496534_3260	1471	35	LAAKBEEK	1	2	1496534	1
1528790_3260	1147	35	KLEINE NETE	1	2	1528790	1
1604598_3260	1286	35	RODE LOOP	1	2	1604598	1
1880594_3260	435	35	WARMBEEK	1	2	1880594	1
1917010_3260	125	35	MAAS	1	2	1917010	1
1980278_3260	1565	35	GROTE NETE	1	2	1980278	1
2133494_3260	1393	35	GROTE NETE	1	2	2133494	1
2192630_3260	964	35	KLEINE NETE	1	2	2192630	1
2221394_3260	222	35	MAAS	1	2	2221394	1
2241970_3260	348	35	BERWIJN	1	2	2241970	1
2246930_3260	1110	35	DOMMEL	1	2	2246930	1
2252274_3260	270	35	MAAS	1	2	2252274	1
2291670_3260	603	35	KLEINE NETE	1	2	2291670	1
2342994_3260	118	35	MAAS	1	2	2342994	1
2369362_3260	55	35	BOSBEEK	1	2	2369362	1
2465270_3260	1402	35	GROTE NETE	1	2	2465270	1
2476530_3260	1859	35	MAAS	1	2	2476530	1
2477554_3260	292	35	MAAS	1	2	2477554	1
2548050_3260	200	35	MAAS	1	2	2548050	1
2589570_3260	956	35	VOER	1	2	2589570	1
2608274_3260	44	35	ABEEK	1	2	2608274	1
2685046_3260	1458	35	DESSELSE NEET	1	2	2685046	1
2746230_3260	1273	35	KLEINE HOOFDGRACHT	1	2	2746230	1
2853618_3260	1815	35	MAAS	1	2	2853618	1
2992914_3260	926	35	DOMMEL	1	2	2992914	1
3009526_3260	1292	35	RODE LOOP	1	2	3009526	1
3012470_3260	1420	35	BRISDILLOOP	1	2	3012470	1
3034610_3260	253	35	MAAS	1	2	3034610	1
3057270_3260	1602	35	GROTE NETE	1	2	3057270	1
3097462_3260	1575	35	GROTE NETE	1	2	3097462	1
3114742_3260	631	35	KLEINE NETE	1	2	3114742	1
3115490_3260	969	35	MAAS	1	2	3115490	1
3173042_3260	359	35	BERWIJN	1	2	3173042	1
3197426_3260	1852	35	MAAS	1	2	3197426	1
3238226_3260	158	35	MAAS	1	2	3238226	1
3240210_3260	1054	35	DOMMEL	1	2	3240210	1
3266770_3260	466	35	BOLLISENBEEK	1	2	3266770	1
3303286_3260	831	35	HANSKENSELSLOOP	1	2	3303286	1
3378422_3260	850	35	DESSELSE NEET	1	2	3378422	1
3402066_3260	173	35	MAAS	1	2	3402066	1
3406162_3260	128	35	MAAS	1	2	3406162	1
3431858_3260	1041	35	VOER	1	2	3431858	1
3446646_3260	1759	35	ASBEEK	1	2	3446646	1
3481874_3260	919	35	DOMMEL	1	2	3481874	1
3483058_3260	9	35	VOER	1	2	3483058	1
3729270_3260	1535	35	GROTE NETE	1	2	3729270	1
3757298_3260	1810	35	MAAS	1	2	3757298	1
3799218_3260	317	35	BERWIJN	1	2	3799218	1
3886578_3260	259	35	MAAS	1	2	3886578	1
3902898_3260	20	35	VOER	1	2	3902898	1
3979222_3260	610	35	KLEINE NETE	1	2	3979222	1
4028278_3260	1415	35	BRISDILLOOP	1	2	4028278	1
4105846_3260	1605	35	GROTE NETE	1	2	4105846	1
4110198_3260	1556	35	GROTE NETE	1	2	4110198	1
4117746_3260	1800	35	MAAS	1	2	4117746	1
4152754_3260	1037	35	VOER	1	2	4152754	1
4193526_3260	838	35	DESSELSE NEET	1	2	4193526	1
4275614_3260	1640	35	MARK	1	2	4275614	1
4325778_3260	47	35	ABEEK	1	2	4325778	1
4367318_3260	459	35	KLEINE NETE	1	2	4367318	1
4394806_3260	1333	35	VARENDONKSE BEEK	1	2	4394806	1
4440146_3260	119	35	MAAS	1	2	4440146	1
4492722_3260	16	35	VOER	1	2	4492722	1
4623442_3260	997	35	MAAS	1	2	4623442	1
4646226_3260	221	35	MAAS	1	2	4646226	1
4654710_3260	1615	35	GROTE NETE	1	2	4654710	1
4677106_3260	267	35	MAAS	1	2	4677106	1
4678802_3260	412	35	SOERBEEK	1	2	4678802	1
4896630_3260	1563	35	GROTE NETE	1	2	4896630	1
4965042_3260	950	35	VOER	1	2	4965042	1
4984630_3260	1328	35	VARENDONKSE BEEK	1	2	4984630	1
5012950_3260	1527	35	LAAKBEEK	1	2	5012950	1
5027798_3260	611	35	KLEINE NETE	1	2	5027798	1
5062046_3260	1643	35	MARK	1	2	5062046	1
5118034_3260	58	35	BOSBEEK	1	2	5118034	1
5219958_3260	1596	35	GROTE NETE	1	2	5219958	1
5230070_3260	1386	35	GROTE NETE	1	2	5230070	1
5281654_3260	1754	35	ASBEEK	1	2	5281654	1
5288466_3260	432	35	WARMBEEK	1	2	5288466	1
5353746_3260	1051	35	DOMMEL	1	2	5353746	1
5464338_3260	908	35	DOMMEL	1	2	5464338	1
5699382_3260	1348	35	VARENDONKSE BEEK	1	2	5699382	1
5712082_3260	504	35	BOLLISENBEEK	1	2	5712082	1
5788522_3260	1096	35	DOMMEL	1	2	5788522	1
5834358_3260	1613	35	GROTE NETE	1	2	5834358	1
5850898_3260	493	35	BOLLISENBEEK	1	2	5850898	1
5998326_3260	633	35	KLEINE NETE	1	2	5998326	1
6056626_3260	364	35	BERWIJN	1	2	6056626	1
6104950_3260	1256	35	KLEINE HOOFDGRACHT	1	2	6104950	1
6118898_3260	274	35	MAAS	1	2	6118898	1
6155254_3260	1290	35	RODE LOOP	1	2	6155254	1
6258134_3260	1529	35	LAAKBEEK	1	2	6258134	1
6272886_3260	1278	35	KLEINE HOOFDGRACHT	1	2	6272886	1
6275154_3260	115	35	MAAS	1	2	6275154	1
6318770_3260	360	35	BERWIJN	1	2	6318770	1
6376530_3260	990	35	MAAS	1	2	6376530	1
6436274_3260	349	35	BERWIJN	1	2	6436274	1
6448050_3260	322	35	BERWIJN	1	2	6448050	1
6459190_3260	1339	35	VARENDONKSE BEEK	1	2	6459190	1
6592374_3260	1757	35	ASBEEK	1	2	6592374	1
6620790_3260	1611	35	GROTE NETE	1	2	6620790	1
6655222_3260	856	35	DESSELSE NEET	1	2	6655222	1
6707986_3260	898	35	DOMMEL	1	2	6707986	1
6786294_3260	852	35	DESSELSE NEET	1	2	6786294	0
6976338_3260	515	35	ITTERBEEK	1	2	6976338	0
7036434_3260	419	35	WARMBEEK	1	2	7036434	0
7047030_3260	1409	35	BRISDILLOOP	1	2	7047030	0
7065746_3260	545	35	ABEEK	1	2	7065746	0
7071606_3260	1263	35	KLEINE HOOFDGRACHT	1	2	7071606	0
7144054_3260	1710	35	GROTE NETE	1	2	7144054	0
7208182_3260	846	35	DESSELSE NEET	1	2	7208182	0
7219794_3260	50	35	BOSBEEK	1	2	7219794	0
7263474_3260	1802	35	MAAS	1	2	7263474	0
7301458_3260	161	35	MAAS	1	2	7301458	0
7454802_3260	120	35	MAAS	1	2	7454802	0
7560690_3260	264	35	MAAS	1	2	7560690	0
7583702_3260	616	35	KLEINE NETE	1	2	7583702	0
7612278_3260	1260	35	KLEINE HOOFDGRACHT	1	2	7612278	0
7639378_3260	183	35	MAAS	1	2	7639378	0
7652018_3260	961	35	VOER	1	2	7652018	0
7739254_3260	1767	35	ASBEEK	1	2	7739254	0
7746706_3260	522	35	ITTERBEEK	1	2	7746706	0
7844114_3260	1057	35	DOMMEL	1	2	7844114	0
8073718_3260	1625	35	MOLSE NETE	1	2	8073718	0
8300150_3260	1604	35	GROTE NETE	1	2	8300150	0
8370134_3260	613	35	KLEINE NETE	1	2	8370134	0
8415922_3260	356	35	BERWIJN	1	2	8415922	0
8473682_3260	989	35	MAAS	1	2	8473682	0
8483090_3260	1053	35	DOMMEL	1	2	8483090	0
8499474_3260	1050	35	DOMMEL	1	2	8499474	0
8510962_3260	229	35	MAAS	1	2	8510962	0
8554454_3260	1621	35	KLEINE NETE	1	2	8554454	0
8556022_3260	1387	35	GROTE NETE	1	2	8556022	0
8632182_3260	1549	35	GROTE NETE	1	2	8632182	0
8779638_3260	1416	35	BRISDILLOOP	1	2	8779638	0
8801714_3260	573	35	NA	1	2	8801714	0
8844434_3260	532	35	ITTERBEEK	1	2	8844434	0
8859122_3260	242	35	MAAS	1	2	8859122	0
8860150_3260	1628	35	MOLSE NETE	1	2	8860150	0
9014518_3260	1454	35	DESSELSE NEET	1	2	9014518	0
9133586_3260	420	35	WARMBEEK	1	2	9133586	0
9146706_3260	177	35	MAAS	1	2	9146706	0
9260466_3260	578	35	NA	1	2	9260466	0
9335058_3260	96	35	DOMMEL	1	2	9335058	0
9418614_3260	1552	35	GROTE NETE	1	2	9418614	0
9552758_3260	1283	35	KLEINE HOOFDGRACHT	1	2	9552758	0
9582002_3260	347	35	BERWIJN	1	2	9582002	0
9585490_3260	52	35	BOSBEEK	1	2	9585490	0
9594290_3260	6	35	VOER	1	2	9594290	0
9736530_3260	184	35	MAAS	1	2	9736530	0
9774514_3260	8	35	VOER	1	2	9774514	0
9845074_3260	148	35	MAAS	1	2	9845074	0
9850290_3260	571	35	NA	1	2	9850290	0
10046898_3260	575	35	NA	1	2	10046898	0
10046898_3260	1023	35	VOER	1	2	10046898	0
10155254_3260	313	35	KLEINE NETE	1	2	10155254	0
10168530_3260	502	35	BOLLISENBEEK	1	2	10168530	0
10286966_3260	1421	35	BRISDILLOOP	1	2	10286966	0
10309042_3260	1019	35	VOER	1	2	10309042	0
10316258_3260	982	35	MAAS	1	2	10316258	0
10438930_3260	1104	35	DOMMEL	1	2	10438930	0
10559762_3260	916	35	DOMMEL	1	2	10559762	0
10601334_3260	1284	35	KLEINE HOOFDGRACHT	1	2	10601334	0
10635538_3260	1109	35	DOMMEL	1	2	10635538	0
10758482_3260	170	35	MAAS	1	2	10758482	0
10843382_3260	965	35	KLEINE NETE	1	2	10843382	0
10878838_3260	1736	35	ASBEEK	1	2	10878838	0
10936658_3260	201	35	MAAS	1	2	10936658	0
10956274_3260	241	35	MAAS	1	2	10956274	0
10957302_3260	1627	35	MOLSE NETE	1	2	10957302	0
10994354_3260	953	35	VOER	1	2	10994354	0
11087346_3260	246	35	MAAS	1	2	11087346	0
11095474_3260	1021	35	VOER	1	2	11095474	0
11181942_3260	1751	35	ASBEEK	1	2	11181942	0
11218418_3260	1875	35	KIKBEEK	1	2	11218418	0
11364690_3260	155	35	MAAS	1	2	11364690	0
11483126_3260	1714	35	KLEINE NETE	1	2	11483126	0
11515862_3260	614	35	KLEINE NETE	1	2	11515862	0
11663222_3260	1418	35	BRISDILLOOP	1	2	11663222	0
11714422_3260	1745	35	ASBEEK	1	2	11714422	0
11947254_3260	1455	35	DESSELSE NEET	1	2	11947254	0
12019026_3260	220	35	MAAS	1	2	12019026	0
